mmsi,brokenCount,count,judgedBrokenDT
441707000,0,0,0
372607000,0,0,0
538005912,0,0,0
431500186,1,6,40913
356985000,1,6,40912
373394000,0,4,0
431500189,0,0,0
636013624,0,0,0
311351000,0,6,0
431300697,0,0,0
431003928,0,2,0
431300759,0,0,0
431000859,0,0,0
431005246,0,0,0
431100311,0,3,0
235096684,0,0,0
352713000,0,0,0
431400476,0,5,0
431300454,0,0,0
440978000,0,6,0
371111000,1,6,40912
431200683,0,6,0
432342000,0,0,0
431400824,0,0,0
431600641,0,8,0
477066700,0,0,0
414759000,0,0,0
441677000,0,2,0
431000323,0,0,0
440615000,0,2,0
431005623,0,3,0
431004586,0,3,0
431000376,0,0,0
431004876,0,0,0
431100221,0,0,0
431000299,0,3,0
566340000,0,0,0
431400179,0,9,0
999999990,5,9,40912
636015465,0,0,0
431000932,0,2,0
431000913,0,2,0
431100026,0,1,0
431500011,0,3,0
431000301,0,1,0
431004372,0,0,0
431301547,0,0,0
431401808,0,0,0
431601219,0,0,0
356789000,0,0,0
441996000,0,0,0
441067000,0,0,0
240413000,0,0,0
355224000,0,0,0
431501271,0,0,0
431004154,0,2,0
431006013,0,3,0
431500624,0,0,0
431000527,0,0,0
431101165,0,0,0
431005439,0,0,0
431500615,0,0,0
431003739,0,0,0
431004252,0,4,0
431100348,0,5,0
431401974,0,3,0
431100316,0,8,0
431002151,0,8,0
431600647,0,6,0
431000943,0,2,0
431000609,0,4,0
441872000,0,2,0
431501802,0,9,0
357980000,0,13,0
477698700,0,0,0
440114490,0,0,0
431100966,0,0,0
431004666,0,0,0
352253000,2,5,40913
431301714,2,4,40913
431002213,0,0,0
431200355,0,0,0
431003032,0,0,0
431401999,0,7,0
431602283,0,9,0
431200693,0,0,0
372857000,0,0,0
431446000,0,2,0
431006685,0,0,0
440253000,1,4,40912
431000457,0,0,0
431401957,0,0,0
431000162,0,1,0
440856000,0,0,0
677057400,0,0,0
431003752,0,1,0
431400622,0,1,0
431300271,0,0,0
431000676,0,3,0
431500599,0,5,0
431003751,0,4,0
431100477,0,1,0
441729000,0,0,0
440310510,0,0,0
636015248,0,0,0
431602232,0,0,0
441709000,0,1,0
431301768,0,1,0
431001328,0,7,0
431005241,0,6,0
431600751,0,5,0
431003024,0,10,0
565887000,0,0,0
431501768,0,0,0
372800000,0,3,0
477242600,0,3,0
370014000,0,0,0
431500103,0,2,0
431001111,0,5,0
353188000,0,0,0
355723000,0,0,0
441163000,0,1,0
431004325,0,0,0
431800616,0,5,0
431402007,0,9,0
373546000,0,0,0
431006523,0,8,0
431000395,0,11,0
441717000,0,12,0
431501753,0,0,0
440280000,0,0,0
566264000,0,0,0
636013612,0,0,0
431402014,0,9,0
431501764,0,8,0
431401985,0,2,0
269023000,0,0,0
355649000,0,0,0
440024000,0,2,0
441772000,0,2,0
431003364,0,0,0
312323000,0,3,0
431000336,0,8,0
564125000,0,0,0
355548000,0,0,0
211779000,0,0,0
440205000,0,0,0
440059000,0,0,0
431003187,0,1,0
431400074,1,10,40912
477749200,0,13,0
999999992,8,13,40913
431000709,0,3,0
431003537,1,5,40912
431401017,0,0,0
431001401,0,2,0
440101990,0,0,0
440144200,0,0,0
355428000,0,0,0
431006012,0,0,0
431002923,0,7,0
431301639,0,8,0
431100522,0,0,0
431000528,0,1,0
431001342,0,1,0
431000529,0,2,0
431301101,0,1,0
440040000,0,0,0
431000661,0,9,0
354359000,0,5,0
431003365,0,1,0
431401837,0,1,0
431500526,0,0,0
431000590,0,0,0
431006557,0,0,0
210751000,0,0,0
431169000,0,2,0
431401925,0,1,0
431000392,0,1,0
354459000,0,0,0
477061000,0,0,0
441545000,0,0,0
431100033,0,0,0
215381000,0,0,0
431501749,0,0,0
440109590,0,0,0
218366000,0,0,0
441998000,0,0,0
431005484,1,7,40912
431001112,0,0,0
432558000,0,0,0
566894000,0,0,0
305689000,0,2,0
312808000,0,0,0
441199000,0,0,0
370854000,0,0,0
431000132,0,0,0
431004824,0,5,0
477013800,0,0,0
441831000,0,0,0
431336000,2,10,40912
431005236,0,1,0
357461000,0,0,0
431005553,0,0,0
538005309,0,0,0
477257100,0,0,0
372444000,0,1,0
431100957,0,3,0
431004221,0,0,0
431101012,0,0,0
440127660,0,0,0
431005349,0,0,0
357864000,2,7,40912
440102110,0,0,0
413158000,0,0,0
312369000,0,0,0
431000654,0,3,0
431005248,1,14,40911
431100859,0,5,0
354533000,0,0,0
441175000,0,0,0
431100948,0,1,0
374141000,0,0,0
431400482,0,13,0
431005338,1,6,40912
431100408,0,4,0
431300582,1,10,40911
441754000,0,0,0
357786000,0,0,0
565088000,0,0,0
441428000,0,0,0
431001931,0,6,0
431002607,0,12,0
431601949,0,5,0
431003355,1,11,40912
431401715,0,6,0
440301000,0,0,0
432908000,0,0,0
355464000,0,0,0
351270000,0,0,0
440251000,0,0,0
441638000,0,0,0
354160000,0,1,0
431005927,0,3,0
440107900,0,0,0
374721000,0,0,0
431100403,0,5,0
431501644,0,1,0
352553000,0,0,0
566772000,0,0,0
354314000,0,0,0
538006307,0,0,0
432396000,0,0,0
431000486,0,0,0
431602174,0,1,0
431501692,0,0,0
431401964,0,0,0
431000707,0,2,0
431000384,0,3,0
431000572,0,3,0
431800699,0,1,0
220521000,0,0,0
431200166,0,0,0
431301213,0,1,0
441743000,0,0,0
431000218,0,3,0
431200632,0,1,0
431401143,0,0,0
431301604,0,0,0
431004956,0,1,0
431004648,0,0,0
431602146,0,0,0
477595400,0,0,0
371613000,0,0,0
372106000,0,0,0
370738000,0,0,0
431100372,0,0,0
563509000,0,0,0
514336000,0,0,0
351664000,0,0,0
441826000,0,0,0
431500144,0,0,0
209856000,0,0,0
431005402,0,0,0
431005234,0,0,0
538003767,0,0,0
235554000,0,0,0
431800405,0,0,0
440023000,0,0,0
431301542,0,0,0
431501863,0,0,0
357173000,0,0,0
431000332,0,0,0
477400900,0,0,0
356481000,0,0,0
431001040,0,0,0
431401856,0,0,0
431203000,0,0,0
353101000,0,0,0
309838000,0,0,0
431004858,0,0,0
538006353,0,0,0
431003651,0,0,0
477107200,0,0,0
431000592,0,0,0
431301103,0,0,0
441964000,0,0,0
431175000,0,0,0
431200688,0,0,0
431000622,0,0,0
431602302,0,0,0
432545000,0,0,0
515211000,0,0,0
431000923,0,0,0
431101164,0,0,0
431500785,0,0,0
431005903,0,0,0
431400345,0,0,0
431400651,0,0,0
431003404,0,0,0
431500654,0,0,0
431005858,0,0,0
431501857,0,0,0
212500000,0,0,0
431005655,0,0,0
431000848,0,0,0
515767000,0,0,0
431602315,0,0,0
431000926,0,0,0
431001002,0,0,0
432584000,0,0,0
440303000,0,0,0
431001757,0,0,0
309881000,0,0,0
538003999,0,0,0
273347430,0,0,0
431800070,0,0,0
431001493,0,0,0
431300159,0,0,0
431501685,0,0,0
356171000,0,0,0
431004228,0,0,0
431501639,0,0,0
431300325,0,0,0
431501702,0,0,0
312225000,0,0,0
431101139,0,0,0
431200143,0,0,0
431501745,0,1,0
431101024,0,0,0
431500404,0,0,0
431001258,0,1,0
515426000,0,0,0
354869000,0,0,0
431003181,0,1,0
431000639,1,1,40912
431004005,0,0,0
431000275,0,1,0
431000136,0,0,0
431600258,0,0,0
431600889,0,0,0
370394000,0,0,0
431200673,0,0,0
431400118,0,0,0
431800050,0,0,0
431602142,0,0,0
431402047,0,0,0
538004759,0,0,0
354470000,0,0,0
432978000,0,0,0
431001206,0,0,0
431300595,0,0,0
431200176,0,0,0
431301606,0,0,0
431000269,0,0,0
431501739,0,0,0
431100906,0,0,0
431000147,0,0,0
352759000,0,0,0
431501632,0,0,0
431005083,0,0,0
431501837,0,0,0
431400216,0,0,0
431300795,0,0,0
431001353,0,0,0
431005242,0,0,0
431100231,0,0,0
431003177,0,0,0
431500501,0,0,0
431301747,0,0,0
431300401,0,0,0
431200655,0,0,0
431800709,0,0,0
431400732,0,0,0
431800850,0,0,0
441192000,0,0,0
431201130,0,0,0
431000876,0,0,0
636015227,0,0,0
431100182,0,0,0
431005182,0,0,0
431100194,0,0,0
431003435,0,0,0
431004622,0,0,0
431800044,0,0,0
515495000,0,0,0
431100945,0,0,0
431100987,0,0,0
431301453,0,0,0
431000339,0,0,0
431101177,0,0,0
431005263,0,0,0
431005364,0,0,0
431002295,0,0,0
431100125,0,0,0
431000234,0,0,0
256075000,0,0,0
431000792,0,0,0
431402032,0,0,0
441890000,0,0,0
431300185,0,0,0
356613000,0,0,0
352751000,0,0,0
431006385,0,0,0
441664000,0,0,0
431400637,0,0,0
431919000,0,0,0
431800597,0,0,0
235335000,0,0,0
477229700,1,0,40912
351854000,0,0,0
372405000,0,0,0
538005673,0,0,0
431800596,0,0,0
440331000,0,0,0
538002013,0,0,0
357244000,0,0,0
431003381,0,0,0
354778000,0,0,0
373880000,0,0,0
431500148,0,0,0
372043000,0,0,0
353620000,0,0,0
431602112,0,0,0
477390100,0,0,0
477466400,0,0,0
431003344,0,0,0
431006332,0,0,0
247242300,0,0,0
477108800,0,0,0
431004884,0,0,0
371372000,0,0,0
431100123,0,0,0
370458000,0,0,0
212348000,0,0,0
312293000,0,0,0
431500021,0,0,0
431004377,0,0,0
563735000,0,0,0
431002386,0,0,0
431400945,0,0,0
431301772,0,0,0
432879000,0,0,0
229988000,0,0,0
210435000,0,0,0
431004115,0,0,0
370097000,0,0,0
431800389,0,0,0
431004506,0,0,0
431300354,0,0,0
431600674,0,0,0
431501827,0,0,0
431501738,0,0,0
431003671,0,0,0
431100969,0,0,0
431700169,0,0,0
354162000,0,0,0
432341000,0,0,0
273358410,0,0,0
566389000,0,0,0
355123000,0,0,0
355406000,0,0,0
477524400,0,0,0
431301735,0,0,0
371799000,0,0,0
567483000,0,0,0
515130000,0,0,0
431600379,0,0,0
636091813,0,0,0
273140700,0,0,0
312218000,0,0,0
256300000,0,0,0
273354620,0,0,0
636014648,0,0,0
273253100,0,0,0
372364000,0,0,0
256033000,0,0,0
413090000,0,0,0
374639000,0,0,0
413182000,0,0,0
356424000,0,0,0
372264000,0,0,0
563632000,0,0,0
624016000,0,0,0
352631000,0,0,0
441970000,0,0,0
440688000,0,0,0
248134000,0,0,0
477641700,0,0,0
477942700,0,0,0
373229000,0,0,0
538004928,0,0,0
432892000,0,0,0
441500000,0,0,0
351472000,0,0,0
311000267,0,0,0
372534000,0,0,0
574252000,0,0,0
538005679,0,0,0
538005348,0,0,0
351863000,0,0,0
412008000,0,0,0
371842000,0,0,0
372148000,0,0,0
229441000,0,0,0
441641000,0,0,0
356006000,0,0,0
414114000,0,0,0
567317000,0,0,0
563872000,0,0,0
229524000,0,0,0
431005942,0,0,0
564565000,0,0,0
565425000,0,0,0
636011255,0,0,0
311000104,0,0,0
431000991,0,0,0
431602332,0,0,0
351796000,0,0,0
538006277,0,0,0
477390900,0,0,0
431501867,0,0,0
312535000,0,0,0
477024900,0,0,0
354342000,0,0,0
431400942,0,0,0
354813000,0,0,0
351282000,0,0,0
431400317,0,0,0
431501488,0,0,0
354316000,0,0,0
548843000,0,0,0
431005074,0,0,0
431501694,0,0,0
431700018,0,0,0
432596000,0,0,0
431600334,0,0,0
431000816,0,0,0
431501862,0,0,0
431401097,0,1,0
441952000,0,0,0
372445000,0,0,0
412104000,0,1,0
431006244,0,2,0
431006223,0,10,0
371140000,0,0,0
515811000,0,0,0
431001052,0,0,0
538004372,0,6,0
431000346,1,16,40913
431401877,0,14,0
431004474,0,0,0
515308000,0,0,0
431004475,0,2,0
431000563,0,0,0
431000627,0,0,0
431000782,0,0,0
431101145,0,0,0
431300829,2,9,40913
431000584,0,0,0
431005916,0,5,0
431000458,0,5,0
306338000,0,0,0
373727000,0,0,0
636092103,0,0,0
514245000,0,0,0
431005772,0,0,0
563250000,0,0,0
210565000,0,0,0
441518000,0,0,0
431003481,0,4,0
431001049,0,0,0
432563000,0,0,0
431000139,0,2,0
636015539,0,0,0
355596000,0,0,0
304848000,0,0,0
441533000,0,0,0
366102000,0,0,0
441782000,0,1,0
212072000,0,1,0
431001012,0,1,0
370577000,0,1,0
440906000,0,0,0
255805567,0,0,0
229557000,0,0,0
440349000,0,0,0
477943000,0,0,0
477020200,0,0,0
440567000,0,0,0
235098563,0,0,0
431001051,0,0,0
441862000,0,0,0
441973000,0,0,0
431301736,0,0,0
477444600,0,0,0
309037000,0,0,0
431005867,0,0,0
431500572,0,0,0
431500382,0,0,0
431101016,0,0,0
431501838,0,0,0
477003800,0,0,0
431101148,0,0,0
431400046,0,0,0
538004089,0,0,0
273356070,0,0,0
273443400,0,0,0
677053000,0,0,0
565524000,0,0,0
548415000,0,0,0
566752000,0,0,0
353261000,0,0,0
566881000,0,0,0
477737200,0,0,0
416448000,0,0,0
371401000,0,0,0
353969000,0,0,0
636015015,0,0,0
416426000,0,0,0
636014194,0,0,0
431000482,0,0,0
431006706,0,0,0
431004261,0,0,0
431000804,0,0,0
477219400,0,0,0
351701000,0,0,0
538005906,0,0,0
565157000,0,0,0
667003449,0,0,0
311000135,0,0,0
353534000,0,0,0
515185000,0,0,0
432953000,0,0,0
441366000,0,0,0
431100978,0,1,0
431004977,0,0,0
431000214,0,0,0
431401978,0,0,0
235072407,0,0,0
413375810,0,0,0
353225000,0,1,0
